"Variable1	Valor1	Variable2	Valor2	Variable3	Valor3	Variable4	Valor4	Variable5	Valor5	PERIODO	VALOR"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2015	11,1"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2014	10,0"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2013	12,1"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2012	14,7"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2011	17,5"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2010	19,4"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2009	21,1"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2008	22,1"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2021	19,6"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2020	20,6"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2019	14,4"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2018	16,3"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2017	15,9"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2016	13,2"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2015	13,2"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2014	12,5"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2013	13,2"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2012	14,8"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2011	21,6"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2010	23,6"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2009	25,9"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Semiintervalos de edad	65 y más años	Cambios de conceptos	Base 2013	2008	28,0"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2021	24,3"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2020	22,6"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2019	24,6"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2018	25,5"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2017	26,5"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2016	29,1"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2015	29,6"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2014	26,9"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2013	24,5"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2012	24,3"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2011	20,5"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2010	19,6"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2009	16,8"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2008	16,3"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2021	25,0"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2020	22,8"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2019	28,6"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2018	31,2"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2017	30,5"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2016	30,0"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2015	28,9"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2014	28,3"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2013	23,9"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2012	26,3"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2011	24,1"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2010	23,2"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2009	19,8"
"Sexo	Mujeres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 16 a 29 años	Cambios de conceptos	Base 2013	2008	20,1"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2021	20,0"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2020	17,6"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2019	18,1"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2018	17,7"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2017	18,4"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2016	21,0"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2015	21,7"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2014	22,6"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2013	20,4"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2012	20,5"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2011	18,8"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2010	18,7"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2009	17,3"
"Sexo	Hombres	Conceptos Demográficos	Tasa de riesgo de pobreza (renta del año anterior a la entrevista)	Total Nacional	Total Nacional	Grupos de edad	De 30 a 44 años	Cambios de conceptos	Base 2013	2008	16,6"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2021	13,7"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2020	14,2"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2019	12,3"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2018	14,2"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2017	11,2"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2016	14,2"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2015	15,3"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2014	17,8"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2013	17,2"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2012	16,6"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2011	16,6"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2010	18,7"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2009	18,5"
"Comunidades y Ciudades Autónomas	Rioja, La	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2008	14,2"
"Comunidades y Ciudades Autónomas	Ceuta	Conceptos Demográficos	Tasa de riesgo de pobreza (con alquiler imputado) (renta del año anterior a la entrevista)	Totales de edad	Todas las edades	Cambios de conceptos	Base 2013			2021	29,5"
